audio,Labels,class_id,Audio_Data,Sample_Rate,Features
1_460.wav,snoring,1,"[ 0.05802381  0.11403657  0.04149475 ... -0.00157796  0.00282068
 -0.0029865 ]",22050,"[-56.817917    23.877838     8.662026     0.95057184  -8.17783
   6.324035     6.5327163   10.293266    -1.0114331    2.0103865
  -3.2207224   -2.2397       3.7112627    5.6997232    0.83770084
   2.5205562    1.8038124   -2.7851303    0.98777336  -0.23374976
  30.901415     6.822206     3.2947428    3.3011494    3.330277
   2.342653     3.1762614    1.6600131    1.9560287    2.7272873
   2.0785687    1.9581409    1.6003029    2.6885588    1.5312263
   1.3135164    1.5768498    1.3197923    1.4299966    0.8742778 ]"
1_375.wav,snoring,1,[0.2939313  0.54904974 0.47476012 ... 0.14833727 0.14338987 0.15456173],22050,"[-7.6262169e+01  4.3901104e+01  2.4356695e+01  8.7821083e+00
  7.1670518e+00  1.6177694e+01  1.0308168e+01  3.8116515e-01
  1.6120424e+01  1.9508088e+00 -6.6544876e+00  1.4288043e+00
 -4.9229078e+00 -3.2363815e+00  6.8144560e-02 -2.9548173e+00
 -6.7914999e-01 -7.5629312e-01 -1.7713470e+00 -4.5993791e+00
  4.9223362e+01  5.7974763e+00  9.0403967e+00  3.4774475e+00
  2.9735825e+00  3.2684588e+00  2.4619014e+00  2.2009926e+00
  3.2355697e+00  1.7856127e+00  2.6097164e+00  1.8068788e+00
  1.3134955e+00  1.8999244e+00  1.3602209e+00  1.1760211e+00
  1.3438437e+00  1.1979818e+00  9.5868915e-01  1.1213629e+00]"
1_319.wav,snoring,1,"[ 0.04650592  0.07852076  0.0817268  ... -0.01591276 -0.01651271
 -0.02390049]",22050,"[-8.21004715e+01  5.94293213e+01 -7.24903250e+00  5.50286055e+00
  4.54201365e+00  9.05087185e+00 -4.34857845e+00 -2.49704830e-02
  6.06896544e+00  9.70074368e+00  8.35377598e+00 -1.15639389e+00
 -3.79734325e+00  7.50282574e+00 -4.64180201e-01 -9.02129173e-01
 -1.58544317e-01 -1.21027219e+00  1.28682971e+00 -1.11435406e-01
  6.64148617e+00  4.24999237e+00  3.49427676e+00  3.02140927e+00
  2.12154174e+00  2.20543051e+00  1.35372007e+00  1.98561370e+00
  1.48913610e+00  2.73621726e+00  2.15711832e+00  1.25958335e+00
  2.17794156e+00  1.91785431e+00  1.40487289e+00  1.98696733e+00
  1.42994106e+00  1.41159749e+00  1.02221763e+00  1.62651527e+00]"
1_237.wav,snoring,1,"[ 0.4034785   0.63672656  0.56981397 ... -0.21159464 -0.1633825
 -0.14112733]",22050,"[-81.479866    44.451973    24.10422      9.5797415    7.665306
  13.69231     10.510535    -1.6271766   13.022988     2.1374724
  -7.463995     2.0072525   -6.3639064   -2.5277736   -0.12171156
  -2.6796129    0.22592431  -0.98381144  -1.6251159   -3.8526902
  49.170315     7.680666     9.514275     5.1774535    4.8355727
   3.715146     3.5446067    2.4905148    4.8625712    2.3267744
   2.526955     1.5825382    2.79486      2.92654      2.050354
   2.286638     1.6157017    0.93027204   1.1984298    2.211823  ]"
1_389.wav,snoring,1,"[ 1.0085464e-03  6.0849963e-04  3.8225045e-03 ... -7.2590286e-01
 -7.4638915e-01 -8.3649349e-01]",22050,"[-58.974686    42.839745    25.170708     9.146155    12.997173
  13.9345665   14.850748    -2.0275304   16.0571       3.4084382
  -7.0963087    1.8592148   -6.0081267   -3.00635     -1.2271495
  -3.2430315   -0.7161431   -0.83592415  -1.7717476   -4.2642374
  28.603617     4.3479347    6.8777013    4.3036695    4.2450294
   3.7955253    2.3732939    2.585732     2.8309414    2.2297385
   2.2109272    1.652878     2.5640855    1.9731586    1.3112979
   1.6562363    1.2580281    0.8076902    1.2997367    1.3857648 ]"
1_151.wav,snoring,1,"[-0.02800564 -0.03908862 -0.02439455 ...  0.0102675   0.01966905
  0.02861177]",22050,"[-3.9665798e+01  6.9691498e+01  1.5349168e+00  1.1581997e+01
  8.2235336e+00  9.4552040e+00 -7.0200114e+00 -5.7991924e+00
 -4.2886033e+00  2.3400407e+00  3.1623363e-02  3.1525042e+00
  5.3244748e+00 -1.2233047e+00  2.2523787e+00  5.7305723e-01
 -9.7888243e-01  9.7053009e-01  1.6767625e+00 -2.4137628e+00
  4.4902329e+00  3.5753565e+00  3.3306401e+00  1.7057645e+00
  1.8132111e+00  2.3466642e+00  2.3496337e+00  1.9382352e+00
  2.1632199e+00  1.4027234e+00  8.6291748e-01  8.8018233e-01
  1.6820596e+00  1.0595862e+00  1.0102123e+00  6.9423038e-01
  7.0150661e-01  7.0158583e-01  7.7489299e-01  7.6202708e-01]"
1_45.wav,snoring,1,"[ 2.3701898e-05 -2.1498329e-03 -3.2903743e-04 ... -4.0218666e-02
 -3.0909220e-02 -2.9105132e-02]",22050,"[-80.984116    48.37048     -6.894305    12.231597     1.2291629
  -1.2632483    8.916347     2.5051103   -9.311917     4.5599866
   8.321227     0.11032402   5.729286    -4.581627    10.4732895
  -0.12855248   1.0812472   -2.1808767    2.458823     0.10609326
  14.664201     7.0612545    8.434564     2.889667     2.051629
   2.425396     2.1548154    1.7864534    1.562369     1.7402248
   1.5831441    1.3193387    1.655969     1.7559977    1.3090855
   1.042659     1.0155663    0.98286545   1.1523962    1.1553737 ]"
1_241.wav,snoring,1,"[ 1.6884561e-04 -1.0739937e-03  2.9678373e-03 ... -7.0613313e-01
 -7.3458147e-01 -8.2747316e-01]",22050,"[-55.33024     45.152863    23.865076     7.964183    12.677644
  13.304508    13.717114    -3.0460474   15.082675     3.4172904
  -6.319025     2.3987868   -5.2808876   -2.2253497   -0.85347426
  -3.3117578   -0.8080126   -0.58348024  -1.0618281   -3.5993764
  28.627607     4.4656878    5.9880714    4.176901     4.608544
   3.946767     2.2335498    2.6936734    2.5894802    2.2492175
   2.3175647    2.1188545    2.4609702    1.7256309    1.3252907
   1.8532307    1.6322469    0.9670832    1.2672586    1.4362264 ]"
1_262.wav,snoring,1,"[ 0.00971713  0.01283401  0.00930756 ...  0.00773969  0.0023881
 -0.01132239]",22050,"[-109.09224      54.927063      3.2239678     2.4603484     2.5644789
   10.36991       9.411868      2.1587417    -1.216698      2.3149524
    1.5194659    -0.55546397    1.3485719     2.8054368     0.18411587
    2.0769708     2.717126     -0.3023214     0.77786165    0.7919217
   39.54066      26.451351      4.374387      3.2493358     4.389943
    4.9294367     5.362579      3.3807385     2.573526      2.142896
    1.6220056     2.2442737     2.0426953     1.601284      1.8224213
    2.2414086     1.7524258     1.9937093     1.2102829     1.8175043 ]"
1_288.wav,snoring,1,"[ 0.07405375  0.11067482  0.0888673  ... -0.10157531 -0.1068687
 -0.12035826]",22050,"[-53.191086    54.118984    -7.7844067   22.259504     8.344345
   3.9547355    2.6228697   -9.8307905   -5.2339506    4.927065
  -3.018992     6.6135297    4.9482403    0.67157453   2.1961174
   0.9336186   -0.23262912  -0.42592156   1.7247051   -1.7908733
  17.107792     2.77107      6.279507     2.9726448    1.2497171
   2.3900545    3.4290667    1.9997152    1.5776616    1.3944076
   1.2981015    1.3501068    1.5398895    1.05634      0.87479615
   0.86862034   0.87378263   0.7887182    0.8415906    0.7355678 ]"
1_414.wav,snoring,1,"[-0.13620435 -0.19986862 -0.17534313 ... -0.08146246 -0.08122434
 -0.07244425]",22050,"[-54.0108      44.111813    11.475043    17.757095    -5.363806
  13.441559     0.9249764    2.4627988    8.3264065   -0.74789333
  -2.648176     3.895228    -0.21335883  -0.40228054   0.88956636
   0.79068065  -2.3429742   -1.853688    -2.1093798   -3.1321144
  36.039394     4.9514613    7.115972     4.9202867    3.4279778
   2.6464252    2.4033232    1.8809202    1.1827501    1.7714494
   1.71905      1.6464653    0.974995     1.2217627    1.0344765
   1.1472236    0.91490376   0.8165197    1.2679346    0.8875427 ]"
1_323.wav,snoring,1,"[-0.02362558 -0.02022448  0.02137152 ...  0.04058715  0.03185703
  0.01058354]",22050,"[-61.607212    46.861984    15.574689    25.017963    -4.937338
   0.10838067  -9.997105    -3.10385      5.6714573    1.2605088
   3.1660476    5.1565013    3.571622     2.5554333   -0.29550236
   2.394688    -0.3371777    2.2882948   -1.147936    -0.69721764
  10.020468    11.306852     6.722896     5.6611524    3.6687648
   2.4336498    2.6572754    2.7562003    2.411605     2.8049562
   2.3154695    1.9754618    1.7307048    1.5588825    1.5368247
   1.602574     1.3551913    0.9289883    1.4743901    1.7534205 ]"
1_199.wav,snoring,1,"[ 0.26861227  0.43572122  0.4028305  ... -0.07713842 -0.06117184
 -0.02197579]",22050,"[-40.153133    76.45118    -12.147694    12.119958     3.4524329
  12.989152    -0.17371534  -8.521302    -6.6326504   -3.7401845
   2.8588336    9.777911     1.7635071   -1.9534475    0.21607481
   1.637659     0.9368721    1.0941362    0.3175335   -2.5428362
  22.792694    15.360044     4.7781076    5.9635386    2.5772412
   4.3137617    5.675223     2.798936     4.4881034    2.333684
   3.6921756    2.4949527    4.76996      1.6323937    2.0027792
   1.9002177    3.5816858    1.0751194    4.877932     2.373858  ]"
1_116.wav,snoring,1,"[ 0.0802465   0.11830036  0.09784088 ... -0.00266213 -0.00120515
  0.00066553]",22050,"[-105.68198      33.71416       5.726538      7.811488      4.0242677
   14.848352      4.0580187    -6.6290207    -1.9427085     8.610002
    2.9296753     2.7004251     1.9021245    -1.090865     -0.5820538
    2.455794     -0.47817868   -3.4130309    -0.68002266    0.83317655
   85.188065      6.0304365     3.9181027     3.298702      3.0580997
    4.486924      3.7452419     4.2954645     5.2202        2.2559943
    1.3075784     1.5068017     1.1982625     1.5924442     1.3849454
    0.85970616    1.2209297     1.6432848     1.5125234     1.0088996 ]"
1_299.wav,snoring,1,"[-0.02103348 -0.02683225 -0.01136349 ...  0.05465902  0.05750125
  0.0685539 ]",22050,"[-6.6715630e+01  6.7989677e+01 -9.6684605e-01  1.1413454e+01
  1.0746415e+01  9.4316559e+00 -5.0647602e+00 -8.8027945e+00
 -9.7297114e-01  2.1522105e+00 -9.5152164e-01  4.1749148e+00
  4.0198827e+00  1.8052560e-01  1.3549098e+00  6.5809011e-01
 -3.9859980e-02 -3.0266801e-01  1.3084242e+00 -2.4664183e+00
  5.8401070e+01  1.0422808e+01  6.3877673e+00  4.7034235e+00
  2.8685052e+00  1.9328959e+00  2.6083815e+00  3.1209579e+00
  2.6859088e+00  1.1094027e+00  1.1113459e+00  1.6589165e+00
  1.5638630e+00  1.9469173e+00  8.5042930e-01  5.8772635e-01
  1.0024356e+00  1.0136248e+00  9.8298258e-01  9.1806626e-01]"
1_311.wav,snoring,1,[0.07358624 0.08447243 0.0483079  ... 0.18775186 0.18079832 0.20893523],22050,"[-52.74324     69.18352      6.912424    13.699887    12.65228
   8.387058   -12.093186    -8.16378     -5.3824935    6.463643
  -1.4394568    3.7654436    5.574864    -2.0701652    1.0969487
   0.17616497   0.42347154  -0.37598875   1.7137154   -2.6392117
   5.589683     3.168907     2.8335562    3.4292874    4.411336
   4.1649923    3.4670172    3.7172153    2.0978465    2.038431
   1.8987768    1.6550597    1.8343124    1.72608      2.0087752
   1.4969589    1.3292451    0.88148654   0.92744136   0.70225334]"
1_236.wav,snoring,1,[0.01286364 0.01520515 0.01075115 ... 0.5430293  0.52308035 0.6301261 ],22050,"[-56.73834     41.39714     25.125793     8.480905    12.390571
  13.518739    12.415731    -0.74414533  14.961849     3.055271
  -6.165605     1.3370833   -5.774063    -3.3591306   -0.08812031
  -3.3732994    0.26769626  -0.9669675   -2.7057652   -3.622268
  29.09044      5.7404613    7.714233     2.8998766    2.9247997
   4.2236786    3.936602     1.8553863    2.7662241    2.4310458
   2.1983361    1.8094136    2.326842     1.6733239    1.1890358
   1.6673337    1.8493484    1.385682     1.487613     1.1467222 ]"
1_361.wav,snoring,1,"[ 1.6344303e-01  2.2540212e-01  2.2774403e-01 ... -1.3937399e-04
 -7.0341199e-04 -7.1254355e-05]",22050,"[-8.7378487e+01  5.8940186e+01  6.2183728e+00  1.4018860e+01
  7.2554216e+00  8.2492104e+00 -5.4540310e+00 -6.2625151e+00
 -1.4922506e+00  2.5326567e+00  1.7579111e-01  2.5674822e+00
  4.2777104e+00 -1.3333313e-01  1.1150640e+00  1.1278396e+00
 -1.1537295e-02 -2.2150140e-01  2.2123804e+00 -1.9770650e+00
  7.2434013e+01  1.8973736e+01  4.5502076e+00  4.4023552e+00
  2.4451058e+00  2.9840524e+00  5.6299968e+00  5.3461480e+00
  2.1117752e+00  1.8781785e+00  1.8885317e+00  1.1518304e+00
  2.0855243e+00  2.2997005e+00  1.4271779e+00  1.0604473e+00
  1.1365352e+00  1.4701498e+00  1.5919905e+00  1.0881900e+00]"
1_84.wav,snoring,1,"[ 0.00031827  0.00014482 -0.00034862 ...  0.01692493  0.00161441
 -0.01430655]",22050,"[-101.10975      53.96362      -4.8880734    16.670074      2.3705971
    3.8682044    -2.1307619    12.736105     -0.15037194   -5.558574
   -4.213312      5.530455     -2.5190892    10.019874     -4.3599877
    1.3160886     5.234601      2.895317      5.9518876    -1.0277387
   36.269756     17.119133      6.227456      1.5692931     2.0946283
    3.1455715     1.5135081     2.061547      1.6566124     1.8698944
    1.6732024     1.8928565     1.4071459     1.9304785     2.066999
    1.4991626     1.4900138     1.6037117     1.4271466     0.89674413]"
1_401.wav,snoring,1,"[ 0.00495463  0.02479962  0.05135094 ... -0.14082536 -0.12607978
 -0.13042812]",22050,"[-81.72811     36.985306    10.387455    18.23314     -6.3017774
  16.245285     3.8446662    3.152424    11.962039     1.639736
  -4.2137604    2.9386246    0.19569173   0.48162624  -2.198506
   2.7460375   -2.566221    -2.1183343   -3.0964844   -2.0717351
  37.092735     7.6057467    6.569857     5.6363935    2.5936604
   3.5734365    1.335427     2.7932649    2.648273     2.5191982
   2.2221096    2.5163248    1.8703158    2.3040578    1.697713
   1.6060035    1.3637044    1.1721543    1.0456878    1.071768  ]"
1_472.wav,snoring,1,"[-0.00425106 -0.00703581 -0.00950725 ... -0.0162517   0.00195812
 -0.00986267]",22050,"[-1.2853879e+02  3.0960335e+01  1.4229267e+00 -3.2556548e+00
 -7.4459189e-01  8.7471552e+00  1.2141709e+01  3.1993127e-01
 -5.7073331e+00  6.4217777e+00 -2.9428177e+00  5.5804453e+00
  5.2511487e+00 -2.9199371e-01  4.9882811e-01  2.2642233e+00
  4.7794799e-03  1.9451013e+00  4.6312687e-01 -1.4506017e+00
  5.2025780e+01  1.3989794e+01  1.2444898e+01  3.5329318e+00
  3.4767039e+00  3.0229950e+00  3.8930135e+00  7.6702795e+00
  3.4017897e+00  3.7552724e+00  2.4442916e+00  2.3436301e+00
  3.9267220e+00  1.9533767e+00  2.3371222e+00  1.7642999e+00
  2.6687038e+00  1.8539186e+00  1.6372857e+00  1.7192254e+00]"
1_268.wav,snoring,1,"[-0.0006605   0.00163517  0.01670519 ... -0.06272364 -0.03645557
 -0.02503164]",22050,"[-4.24570122e+01  3.64566727e+01  3.88329864e+00  1.08371038e+01
 -1.33436594e+01 -2.08518910e+00  8.71106625e+00  6.14952993e+00
  6.81139803e+00  7.49339867e+00 -3.96513081e+00 -1.66625059e+00
 -1.08584024e-01  2.17292285e+00  5.30851305e-01  4.75242376e+00
  3.19778967e+00 -1.39304292e+00 -1.95129514e-02 -8.99911165e-01
  1.53930855e+01  6.66166925e+00  3.48225164e+00  4.45289898e+00
  3.81807709e+00  3.09653044e+00  2.39616799e+00  2.52820158e+00
  2.73049760e+00  2.00229883e+00  1.72153986e+00  1.40998280e+00
  1.57550025e+00  1.39252222e+00  1.27556717e+00  1.22322786e+00
  1.28360498e+00  1.24655247e+00  1.18467152e+00  1.21811008e+00]"
1_47.wav,snoring,1,"[ 0.0861541   0.11560204  0.07399177 ... -0.01555353 -0.01627836
 -0.02054898]",22050,"[-147.39929      42.725185    -13.297525      7.287318     -2.7336137
    1.021485      5.632317      0.600633     -7.7871304     2.1112611
    6.948981      2.3005426     6.4436784    -3.6133132     7.9208965
    1.1782126     3.369156     -2.7534359     2.3158576     0.82871455
   82.114716     11.762908     11.15202       8.357357      5.5206985
    5.888226      3.325487      4.140257      5.557747      2.5179899
    2.189213      1.9909475     1.8922493     3.0403748     2.8474176
    1.9351845     2.046336      1.7838131     1.6366782     1.0865008 ]"
1_482.wav,snoring,1,"[-0.08657333 -0.1346797  -0.115572   ...  0.04944042  0.05078038
  0.04490653]",22050,"[-100.481766     48.817234     11.568591     24.872957     10.9788475
   25.276802     -1.9052544     9.36217      -1.5523804    -3.8804817
  -11.232928      2.048432      3.3077753    -2.342281      1.051044
    4.935731     -2.1548414    -0.82926744   -2.4962976    -0.13536932
   47.018562      6.9938617     5.4903564     4.607591      2.4903626
    4.8902965     2.2848144     2.0960371     3.5085332     2.307264
    3.851751      1.3681741     2.1265938     2.215765      1.0054464
    1.7423369     0.878283      0.6878072     1.1231211     1.3597074 ]"
1_16.wav,snoring,1,[0.00036141 0.00056085 0.0004836  ... 0.15140474 0.19222173 0.24323773],22050,"[-1.6775624e+02  1.4928908e+01  3.6508226e-01 -1.1081681e+00
 -2.2464023e+00  4.4770288e+00 -1.5040593e+00  9.1935272e+00
  1.9847168e+00  6.6457548e+00  5.8847561e+00 -1.8571956e+00
  2.1770442e+00  1.6559755e+00  7.2535264e-01  7.3657173e-01
  1.6528006e-01 -7.7767545e-01  1.1145771e+00 -3.4033801e-02
  1.1946452e+02  1.1260393e+01  1.5699114e+01  7.3455424e+00
  8.5726604e+00  4.1755638e+00  6.1692901e+00  3.8773942e+00
  3.0748150e+00  2.1506124e+00  2.0002809e+00  4.8666959e+00
  2.2033777e+00  2.4422567e+00  2.7240334e+00  2.6362329e+00
  2.4756641e+00  3.0370696e+00  1.6092168e+00  1.9439068e+00]"
1_418.wav,snoring,1,"[-0.03055795 -0.02202282  0.00482712 ... -0.11938854 -0.05479091
  0.00914398]",22050,"[-57.27159     25.511583     9.1547365   10.916523   -13.981894
   1.1133432    7.2748203    7.63622      3.0139616    2.4497893
  -2.0015695    1.8943686    0.8689066   -0.76492304  -0.99377304
   1.390208     1.0559856    0.7145486    1.459736     1.0218555
  36.192642    10.51197      3.8357875    4.943965     1.9160297
   3.090217     3.0632946    2.7184696    3.1213124    1.6607975
   2.9957273    1.9475287    1.8918552    1.8337919    1.6279238
   1.3589447    1.8376358    1.2144865    0.9356025    1.1993847 ]"
1_437.wav,snoring,1,[0.0642418  0.0957904  0.05604524 ... 0.17300601 0.11568913 0.17231236],22050,"[-26.062355    31.24372     19.95777      5.6341124   -9.89473
   0.7825117    4.4264627    5.7078204   10.782556     9.110686
  -0.38823912  -0.6142322   -0.22139339  -2.921911     0.4461487
   0.49166438  -0.06685156   4.0105677   -1.3687444   -0.4362725
   6.757598     2.7509022    1.7253995    2.7955804    3.1681523
   2.5600703    2.8392482    2.1766412    2.2773664    2.7923717
   2.0331202    2.527608     2.98055      2.1138332    1.3289213
   1.9008553    1.7893921    1.109381     0.8225485    0.97515476]"
1_447.wav,snoring,1,"[ 0.03107347  0.03485344  0.00686899 ... -0.00811108 -0.00523561
 -0.00443641]",22050,"[-52.95013     28.56025     14.893149     2.8264074  -10.058997
   0.8870182    5.1197557    4.495519     5.1060147    9.215978
  -5.600157     0.25298455  -1.7384678    0.31177983   0.6090146
   1.6719149    0.8463518    0.20374937  -0.3999778   -2.6839812
  18.789673     9.689775     8.34906      6.639388     4.6550612
   2.5474532    2.4534488    2.2231982    2.3930962    2.7398403
   2.0518384    2.0598366    2.420013     2.2834616    1.9949305
   1.7975118    1.2821735    1.4908059    1.8274944    1.4056977 ]"
1_454.wav,snoring,1,"[ 5.9372818e-09  2.0684190e-08 -4.4167926e-08 ...  7.8998014e-02
  3.6639970e-02  9.0172619e-02]",22050,"[-101.2054       29.854656      1.93158      -0.58241427  -10.39306
   -1.9376756     8.105698      8.014996     -2.2397673     1.6434802
   -1.8971322    -2.4299674     3.1619935     3.3991432    -1.3137747
    3.2778895     1.8695579    -1.6112919     0.7344654    -0.7946139
   67.98817      12.0155525     8.479814      2.8403563     3.0010707
    3.722898      1.9832919     2.4799335     3.5405993     3.6896312
    3.4443        2.2592156     3.1977692     1.430259      1.6821748
    1.2166969     2.1487474     1.9210384     1.7447723     1.1549153 ]"
1_489.wav,snoring,1,"[ 3.3429224e-05  1.2483095e-05  8.9023433e-06 ... -5.6699552e-03
 -7.0490628e-02 -1.0378568e-01]",22050,"[-104.55169      38.396        18.54326       9.417251      5.638409
   13.971923      4.6024547    -2.2381148     4.617579     10.016735
    6.005337      5.464266      1.4093941    -4.7171574    -3.1656883
    2.8152425    -1.3891495    -2.6999514    -1.6849517    -0.27798992
   41.40233       9.119562      6.8802304     6.257633      2.2755704
    2.9681036     2.4506521     3.652421      4.3078413     2.0834746
    1.4805373     1.6142635     1.1706907     1.36011       1.1206806
    1.3225789     0.7124721     1.0642256     1.035386      1.1429869 ]"
