audio,Labels,class_id,Audio_Data,Sample_Rate,Features
0_449.wav,non-snoring,0,"[ 0.01840396  0.03571454  0.04011174 ... -0.29279238 -0.27626875
 -0.3007883 ]",22050,"[-72.52219     79.417404    -1.6532747    3.354935     5.6251926
  16.955534     6.1261992    3.554824     2.251914     0.9257008
   1.2831666   -0.29150864   2.6623032    5.07475      2.7218835
   1.2852432   -1.32463     -0.3145137    0.9667671    1.8426257
   4.500762     4.664537     3.345299     2.3881173    2.8498576
   1.9614145    2.9595861    3.273795     1.7677815    2.4439673
   2.8374074    1.8143363    1.2839476    2.194623     1.780545
   1.4610701    1.7969116    1.3140628    0.9815353    1.3465196 ]"
0_18.wav,non-snoring,0,"[ 0.20734811  0.23480408 -0.06268682 ... -0.0270956  -0.00543856
 -0.00183817]",22050,"[-72.95961   -19.647701  -36.40059     8.773988   -7.505092   -8.890374
   1.3741314 -10.073297   -7.522146  -15.037975   -7.5715365   4.7185974
   6.6235027  26.160372   20.86327     5.7519565  -3.4798663  -5.4910464
  -2.2150362   1.5096034  13.8398285  17.868944    9.317196    8.633072
   5.3697133   5.8871164   3.8819678   6.479204    3.1553013   5.4672713
   3.8311536   7.159714   10.094298    8.818081    8.841767    6.609131
   7.4025717   7.2166343   2.6685553   3.634843 ]"
0_310.wav,non-snoring,0,"[ 0.05650063  0.05739056  0.0263769  ... -0.03264155 -0.02563972
  0.0068069 ]",22050,"[-4.1462742e+01  3.0253613e+01  5.1443658e+00  9.1284781e+00
  5.9728208e+00  4.0449214e+00  4.5750008e+00  3.2251337e+00
  3.7518554e+00  2.5405717e+00  1.7033241e+00  1.2976053e+00
  1.2498729e+00  6.3822800e-01  5.6085962e-01  4.4598606e-01
  4.0785190e-02  6.2157571e-02  1.9724230e-01  5.1577631e-02
  5.8026886e+00  4.0929112e+00  2.8770649e+00  1.6949968e+00
  2.1310067e+00  1.5221843e+00  1.9295647e+00  1.5120790e+00
  1.4646995e+00  1.6328350e+00  1.3547564e+00  1.1823055e+00
  1.3948596e+00  1.2889489e+00  1.2405165e+00  9.9290794e-01
  9.6137106e-01  1.1197189e+00  8.0047357e-01  1.0800407e+00]"
0_183.wav,non-snoring,0,"[ 0.01303396 -0.09540947  0.00235426 ... -0.01427069 -0.09062167
  0.10285485]",22050,"[-46.459866   -14.18789     -4.2130246   -4.6731315   -5.1842103
   0.33015868  -8.583744    -5.734221    -2.7215185   -2.5315518
  -2.335979     3.321933     0.7182855    0.47753957   1.5704468
   3.622123     2.9028862    2.4609845   -0.72413224  -0.36770287
   3.616192     1.3310505    1.388406     1.5849739    1.7962354
   1.5628576    2.4384816    1.4791723    1.6118181    1.2867177
   1.7959852    1.6294632    1.2413876    0.9609378    1.3385472
   1.2905134    1.5341644    1.1340779    1.2594138    1.0731257 ]"
0_57.wav,non-snoring,0,"[ 0.01905726  0.01954212  0.0034609  ... -0.05057742 -0.0450733
 -0.03858117]",22050,"[-9.2495232e+01  3.7015701e+01  2.2349520e+01  8.0701180e+00
  4.7586250e+00  6.6634674e+00  3.1457403e+00  2.1514549e+00
  2.2090347e+00 -3.1530243e-01  1.4474531e+00  6.8774122e-01
  1.7728318e+00  5.6268394e-01  3.5808560e-01  4.8735496e-01
 -4.0053129e-03  9.9997096e-02 -3.1543767e-01 -7.0234001e-01
  1.5365763e+01  7.3811402e+00  3.7405252e+00  2.9626682e+00
  2.8633268e+00  3.1448967e+00  2.7778025e+00  1.5767453e+00
  2.5116091e+00  1.9140079e+00  1.5311460e+00  1.5655190e+00
  1.9488871e+00  1.5528655e+00  1.8270963e+00  1.5338352e+00
  1.0627956e+00  1.3203111e+00  1.4487083e+00  9.5502871e-01]"
0_45.wav,non-snoring,0,"[-0.02966663 -0.03266435  0.00083824 ...  0.01074864 -0.00325087
 -0.00893089]",22050,"[-77.94789    -20.345058   -26.82878     10.61589     -8.07738
 -11.53252      0.10107751   4.5805097   -2.0879796  -16.5359
  -5.23115      4.3277493    8.306861    22.290321    13.442968
   4.605203     1.1980666   -0.29134443  -0.24212565   0.6735557
  20.238567    24.36299      7.694153     9.295523     6.3362374
   2.6504862    6.240147     5.2262263    6.148415     6.3479033
   5.2573357    9.314327    10.359674     9.985413     7.699041
   4.6181445    5.961385     5.271838     3.2606523    3.1775136 ]"
0_150.wav,non-snoring,0,"[ 0.          0.          0.         ... -0.00192348  0.01015413
  0.00871322]",22050,"[-1.2014697e+02  3.1487764e+01  8.8372269e+00  5.1386724e+00
  4.8402262e+00  8.2562389e+00  1.0552062e+00  1.3526454e+00
 -1.4967856e+00 -6.7309141e+00 -6.1595445e+00 -4.4607787e+00
 -4.4766006e-01  1.1132499e+00 -2.2493799e+00 -2.6500800e+00
 -1.6986573e+00 -2.0780172e+00 -8.6934447e-02 -5.5742568e-01
  8.1307259e+01  1.9232462e+01  9.9793234e+00  7.8821335e+00
  6.8525066e+00  4.9457440e+00  3.7360251e+00  4.7847185e+00
  3.5483410e+00  5.3672967e+00  5.3045654e+00  3.7788208e+00
  3.2948763e+00  4.1019998e+00  2.8683312e+00  2.5878229e+00
  2.6100793e+00  2.8465717e+00  2.2094200e+00  1.6894649e+00]"
0_116.wav,non-snoring,0,"[-0.01359048 -0.01878997 -0.01427218 ... -0.1952405  -0.18166274
 -0.17689158]",22050,"[-67.88473     55.315914    -7.1613264   10.816724    -1.1323066
   2.8968344   -0.40444785   2.216757    -1.8629783    6.3374863
   1.3171166   -0.6745445   -0.12146557   0.4172857    1.4879895
   3.3343964    1.9465369   -0.5150149    0.13310516   1.4144425
  48.511818    10.647748     4.782909     5.8465867    5.7443633
   5.5796123    4.841533     4.8473277    4.7014923    6.3391805
   3.3168523    3.438471     3.631005     2.8302767    2.294909
   1.6504909    2.0402699    2.4542186    2.2997758    1.9402936 ]"
0_353.wav,non-snoring,0,"[-0.01521739 -0.01931738 -0.01610026 ...  0.09988026  0.11402389
  0.16330434]",22050,"[-5.1295105e+01  6.9124329e+01 -1.6319403e+01  1.3640313e+01
  7.8020358e-01  8.0158119e+00 -1.9465839e+00  2.4341538e+00
  3.0490556e+00  3.6547174e+00 -1.2273437e+00  4.7550793e+00
 -1.4696591e+00  1.7321186e+00  1.8117012e+00 -4.3857276e-01
  4.9846852e-01 -1.0255867e+00 -5.4240704e-02  2.1933761e-01
  3.1323013e+00  2.5248625e+00  1.8382142e+00  1.8963823e+00
  1.8720000e+00  1.6699011e+00  1.3299992e+00  1.2723869e+00
  1.1996320e+00  1.4784223e+00  1.0719310e+00  1.1878839e+00
  1.0047375e+00  1.1838865e+00  1.0117344e+00  1.1050369e+00
  1.1237462e+00  1.0890661e+00  8.9753163e-01  1.1140474e+00]"
0_457.wav,non-snoring,0,"[ 0.09284204  0.12297822  0.09370936 ... -0.08101731 -0.05320834
 -0.03823645]",22050,"[-72.860596    82.31812      1.117081     4.0895963    3.5799813
  15.07291      7.1653333    5.8947463    2.3894994   -0.10806897
   2.354885     1.4379424    2.420171     2.252548     1.4655071
   2.8104784    0.81434435   0.8911171    1.3687717    1.8539593
   5.740508     4.313389     3.4515758    3.4594214    3.333257
   3.3511033    2.498042     2.5393207    2.3554525    2.9807546
   3.023914     1.6362079    1.5731373    2.2163985    1.7526159
   1.5609809    2.0689943    1.4173875    1.9988527    2.2073488 ]"
0_241.wav,non-snoring,0,"[-0.00794224  0.00609944  0.02510814 ...  0.0010264  -0.00455679
 -0.00843515]",22050,"[-75.231964    41.682858   -59.018387    -8.320275   -25.186037
  12.559308    18.589746    10.71732     -4.875239     5.6354136
  12.914725     4.3605685  -11.822056    -0.47966385   3.7782023
   0.50038695   0.23299184   0.18064722   2.432166     7.35079
   4.571205     4.595576     2.6943336    2.2846148    3.0125217
   4.1550612    2.5580053    3.1446643    3.1324804    1.5316627
   3.6648047    2.5676026    3.7013648    2.5851073    1.639057
   1.9094172    1.8051882    1.6400898    1.482455     2.0369499 ]"
0_47.wav,non-snoring,0,"[-0.00595139 -0.01716845 -0.02867204 ...  0.02928001  0.02385019
 -0.02840679]",22050,"[-83.6201     -13.963406   -28.557467     7.604097    -8.98522
 -14.985276     1.1187055    1.8019811    0.8960125  -16.5496
  -5.879067     4.1020727    4.9088664   19.448366    14.93573
   4.9938483    0.27362475  -0.11640888   0.2597605    2.1079512
  28.163897    21.518158     7.76196      6.348783     5.217076
   6.4825516    6.1151853    2.7906845    3.6649215    4.7452946
   4.6953926    7.489062     7.5891237    7.529633     8.996065
   4.6382422    6.1170964    5.3945613    2.2672942    4.3850904 ]"
0_495.wav,non-snoring,0,[0.00747328 0.01084009 0.00861405 ... 0.02380479 0.02358885 0.02456923],22050,"[-1.3387862e+02  3.2261406e+01  3.2657284e+01  8.5298538e+00
  3.1958735e+00  1.2112940e+01  3.4099183e+00  2.8498490e+00
 -1.2551235e+00 -2.2521296e+00 -1.3203164e+00 -3.9559989e+00
  3.8112092e+00  5.7290301e+00  7.2664881e-01 -6.9330585e-01
 -2.2907574e+00  9.0011582e-02  1.3398076e+00 -3.4492448e-01
  2.8684950e+00  1.3086003e+00  1.5636244e+00  1.0410693e+00
  9.9442846e-01  9.2769420e-01  1.1944193e+00  8.5805941e-01
  9.8128128e-01  7.7658731e-01  1.0276486e+00  1.4509220e+00
  8.3094460e-01  7.5733829e-01  8.2405597e-01  5.4465067e-01
  9.5897210e-01  6.3609469e-01  5.7243901e-01  6.1695743e-01]"
0_134.wav,non-snoring,0,"[ 0.          0.          0.         ... -0.14784043 -0.13319093
 -0.14141758]",22050,"[-1.3173903e+02  4.4561893e+01 -2.1776723e-02  8.5140114e+00
  5.2581172e+00  1.7772994e+00  2.5188081e+00  7.0986819e-01
  2.5277689e-01  1.5170150e+00  1.2840625e+00  2.1427119e+00
  2.6739028e+00  1.4528027e+00  1.0848060e+00  1.4930295e+00
  3.3510092e-01  7.8223586e-01  1.7917972e-02 -2.1813574e-01
  9.7152664e+01  2.3319441e+01  6.8247733e+00  6.4147520e+00
  4.4172077e+00  3.3680296e+00  2.3197169e+00  3.4300923e+00
  1.7965097e+00  1.7823271e+00  1.7504103e+00  2.5265436e+00
  2.3814497e+00  1.6352017e+00  1.5997185e+00  1.3007801e+00
  1.0484071e+00  1.7670434e+00  1.8809561e+00  1.1654336e+00]"
